lat,lon
34.04529953,-118.2413025
59.34974947,9.399865403
39.11751239,-96.58712371
52.50124084,-0.895855989
56.07368026,12.74758867
37.3549618,-122.1282807
40.73995023,30.15274425
56.04287895,-4.865445936
-34.04791375,150.8008196
39.94020081,-84.17269897
23.8299037,46.82480429
35.82679423,-87.02335112
33.67426007,-96.53871448
40.24681422,-89.37459106
42.28130468,19.07066151
42.2922217,-71.44364104
-44.57333355,171.4421037
14.10805475,100.514513
25.7468373,-80.23470497
29.60134481,-82.6697231
40.74580002,-74.03209686
29.43967316,-82.37788322
37.67056923,126.8129199
40.06070813,-86.14601135
47.71508268,7.755751249
7.624598368,-72.50308736
41.62686051,-81.18228309
47.54344542,-1.498907147
30.70397077,111.0589022
39.55138605,2.636668767
37.55398383,-85.57220863
49.7234668,-66.90980417
33.34631531,-111.7879622
42.50002006,-83.62646806
0.928166703,103.9590968
43.68162527,11.2048059
34.06320862,-117.7696406
41.41181892,-81.91276235
18.12659908,79.44355172
32.16511044,72.65785338
33.14749908,107.2847481
50.72714149,-1.917140673
36.36455882,114.9752666
59.97282355,17.54884727
41.85782955,-88.02048104
41.41719767,-87.29997586
40.06322937,-85.9922591
31.32939025,104.8690771
45.01967997,-93.24371486
32.84518847,-97.12643961
51.94626636,72.24761191
30.29587374,-97.82845081
38.17370057,27.46510439
-38.19695139,142.4549942
51.27976619,-0.254835548
51.53887282,-0.05203204
27.51516234,-81.42541504
30.30430031,-81.73059845
25.50888235,81.84066885
28.92407468,76.53128423
12.91643929,79.14521008
35.97611617,-83.91988208
54.16678587,-0.540062719
33.08376768,-7.850324856
30.50003483,31.29385674
51.42272864,-0.529372378
42.5743584,26.39044726
29.76158517,-82.28038422
59.31937375,10.81003323
40.13651804,-88.32598816
37.42588806,118.1872892
41.59607623,-81.49636938
39.06152326,16.34504407
34.05220032,-118.2436981
37.79177453,-96.83178564
48.65792556,2.175411943
40.18614745,-84.03813279
38.88777763,-97.58009542
33.84189917,-118.1143192
53.80604468,-2.265933315
27.67753189,-99.51527259
54.08461455,-6.388810891
53.6742047,20.4324511
38.59673468,-121.4632411
12.68951969,77.89456329
17.56701843,-93.23254591
28.66379929,-81.36620331
34.92923538,-82.22168941
42.38110521,1.757200016
44.96892793,-93.25729643
33.30923902,-111.5958987
46.41851387,-119.1818291
32.25755119,-80.72847034
41.99855315,-87.75274859
46.97123182,7.379058935
39.93049945,-75.18708426
39.48706761,-80.0544435
38.8829418,-104.7809889
51.52690917,-0.104082353
53.13375868,-1.21291458
38.5606461,-86.03771591
33.87502292,-118.2351995
-34.79960225,-58.38948755
36.34015479,-78.4919551
38.19908831,-97.4174917
51.52868064,-0.135636204
40.14055389,20.36448846
-10.10417102,-47.85403029
32.74803406,-96.83891325
34.02930069,-118.3574982
28.5,77.26670074
44.75436645,24.6786994
54.82133284,-2.008309546
9.921200275,77.01204809
13.6475606,79.41243269
51.60188791,57.23286331
33.60921448,-79.04137876
33.57355531,-117.0918079
19.91258312,75.34658855
47.57952413,19.30231743
44.20630743,-79.9299157
51.44040109,-0.151276619
28.63330078,77.21669769
-10.66128636,15.13738666
-9.977306621,-36.84376239
33.77622135,-117.862409
-22.82883715,-47.20236133
51.54743776,9.926558451
-2.770399902,104.6240777
27.55686989,78.03169772
33.07503149,-83.24825515
39.72826051,-75.28734803
-32.94226652,151.7213286
38.28850112,-85.69555415
13.34220028,77.10169983
49.42183131,28.51455982
30.43531407,-97.59611273
40.78760511,-74.06399137
12.85076641,79.70399838
-13.91023998,-75.42298126
4.142000198,-73.62660217
33.62055984,-117.6717569
34.07214235,-117.6357779
-32.88244411,-68.8041546
41.07114422,-81.22741579
39.89444024,-104.991193
