lat,lon
40.48108751,17.48115652
34.04529953,-118.2413025
59.72015251,10.79821658
39.66532768,-84.08491498
42.25399942,-71.01726511
22.35554473,114.1471943
57.56029334,-4.339239097
41.10272679,-87.9108785
37.76768914,-122.4481227
26.01296453,-80.21186884
41.94708578,-84.01271211
37.44247429,-122.1478199
33.43476946,72.83352688
40.00272887,-75.23047143
44.74335944,-93.17693159
53.3477623,10.39044336
1.200000048,104
39.94570142,-75.24757921
23.1489381,58.30977044
52.20237121,30.88643689
14.05567989,77.91814117
30.8810997,121.8703003
42.38411405,-71.09512508
53.41179878,-2.355268027
36.4289814,-119.6054692
33.18861199,-117.1647805
29.30050087,-81.19480133
32.7065634,35.7270565
58.6053288,-112.4141107
43.65527076,-79.47392046
49.28172527,-123.1218611
52.0504273,-0.991887616
39.0389479,-77.04867667
38,-97
37.35514811,-122.0314156
36.45335395,-82.41388289
64.31894644,21.14466776
17.76927888,73.89998988
20.09222679,78.7644282
33.43229767,-111.7091328
40.91863958,37.24342927
25.5,51.25
20.90378337,76.98290351
51.23104735,-0.127505637
33.62192733,-117.8719527
29.23806283,119.5735631
45.52132812,-122.460013
60.16668944,10.24242748
37.89525774,-77.13546965
19.1566597,72.83329773
28.97570941,77.02879384
40.04951949,-75.41845398
32.30158352,-64.77543219
35.88740158,-78.75099945
40.74580002,-74.03209686
33.73274326,-84.44489555
41.16526992,-124.0573965
40.81090164,-73.96379852
39.88091229,-86.11000672
33.42623485,-111.9174881
43.40252754,-76.37262951
40.93558309,-73.98138501
39.8977846,116.2823985
43.92102559,-91.01250527
25.40671753,55.40203022
28.60000038,77.19999695
41.7137622,-71.73263112
40.13608507,-83.07583357
40.70887186,-73.70059837
41.80022085,-87.86774168
43.07950564,-89.41919134
42.01093535,-88.30330016
34.38900143,-82.70534683
41.62140026,13.21503005
1.332099974,103.9625015
35.22700144,-97.49123202
51.89907133,39.41324772
40.242279,-76.85563385
18.8416748,73.88332367
38.81819661,-77.0505262
34.07640076,-118.2626038
56.19280566,-3.232612225
56.05738915,26.78147803
28.78800706,30.86071062
47.6616998,-117.4098042
51.61467984,15.82289213
51.29326412,9.486680457
51.5141983,-0.093099996
30.51267429,-97.6057181
25.3458004,62.43640137
32.69749233,-83.77744945
42.23087017,-88.28466105
33.43133302,-112.3529455
42.2922217,-71.44364104
36.00629934,53.59974925
-6.277250051,106.6856995
33.39118384,-84.58229492
38.78314408,-91.17167178
52.40279023,12.91708372
47.87546929,-122.2110961
43.35876391,-70.63554918
43.20193275,131.6529823
37.22461474,-79.97756628
-27.60483078,-58.83486524
-26.10151091,-65.22322287
43.05238997,-89.53053636
51.4600202,0.357239838
40.21072917,-85.50227798
51.44421515,-0.150860696
18.61669922,73.80000305
51.72991517,19.52920141
30.90369627,36.02116662
38.19789262,-101.1508358
12.20254993,78.24682159
40.70739195,-74.00288408
28.60000038,77.19999695
12.5286384,79.95297828
33.65039652,-84.73533006
53.6351487,-2.474926817
51.5141983,-0.093099996
39.85986934,-75.72021866
37.96098879,-121.9947213
34.05220032,-118.2436981
51.45463875,-0.951748434
28.64249248,-81.42601351
48.43650298,17.94309243
-6.99130141,110.4140164
35.28643,-93.23537924
34.04779816,-118.2922974
53.72012721,-0.358917783
39.68259104,-104.8690898
53.00917719,-2.183759554
32.88557612,-117.2335496
40.65028206,-73.96291682
59.90140852,10.58968265
51.9055247,-2.093776664
40.27870178,-74.36830139
38,-97
19.99110737,73.8094624
31.04560089,121.3996964
40.01711535,-105.2528305
35.88231258,139.6409502
47.61019897,-122.3042984
51.38967159,-0.459013729
19.19674954,-98.89885506
61.49414166,-149.5695508
30.0844841,31.49479993
39.92926523,-75.06255306
44.34464325,-73.07774672
42.06240082,-87.93090057
13.16056649,79.91195043
37.35010147,-121.9853973
46.13871333,7.167106676
44.79485014,-93.30638655
37.32045074,28.52158954
28.0795002,-81.80370331
29.79104918,-91.15673515
29.0498934,-81.36741989
37.36969744,-113.3401315
25.48928918,-101.0337067
28.68330002,77.19999695
21.36552825,-157.888731
42.53773043,26.38484664
35.30718422,-94.41597603
-16.5,-68.15000153
-23.92088381,150.5936356
55.37875473,11.55606133
52.64783387,-2.185795205
-19.10513222,147.0737219
59.97282355,17.54884727
41.55792005,-83.6834094
22.85247429,77.87159647
52.07565075,5.118950733
0.379999995,-0.772099972
41.41819786,-81.97634724
36.25747561,3.018574068
30.40614809,-97.77099237
26.34047748,74.60904912
34.03901628,-118.1460291
50.40725362,-4.433091498
39.06720284,-84.32435882
34.92389373,-88.87150492
37.76179237,-122.494252
38.66914047,-90.32053768
41.09855414,-85.187991
38.21441099,21.57378038
3.188468161,101.7260938
43.72481553,-79.41662085
37.56944448,22.70426421
39.92890167,116.388298
32.14827858,-95.90727132
53.59928915,-2.275161987
40.71500015,-111.8934021
25.77664992,-80.35517255
37.79177453,-96.83178564
34.07197661,-118.3538329
-31.47735484,-64.2070159
34.17558497,-118.4312797
41.93186479,-71.29044382
45.37833478,-72.01567146
12.92902865,80.17857252
37.77939987,-122.4169998
39.27130127,-84.33209991
33.97664936,-118.1532413
38.95664489,-94.70993888
40.74437204,-73.42439625
40.55418736,-109.5724054
39.32729618,-76.45021566
47.69415404,-122.2911892
33.77843605,-118.3311346
40.83415591,-73.47667545
18.99068832,73.09668732
58.69026502,15.54311268
14.24739997,121.4206329
40.77105981,-74.63431262
29.65725497,-98.40800449
33.14749908,107.2847481
30.07715423,31.28593568
26.55155272,42.50062601
40.74726028,-73.51983702
69.3579701,30.78515686
36.22009624,-80.39309324
43.94313271,-79.4601878
34.6091271,-82.80519191
32.81200027,-96.81430054
37.73473252,-122.2140321
17.45509984,76.26751748
42.44947244,-76.47748598
40,127
40.75529861,-73.99240112
41.59831161,-93.62978686
39.36773501,-77.51062658
30.07710075,31.28590012
35.00939952,33.19431796
51.5141983,-0.093099996
43.64875982,-79.43042858
29.71375689,-98.48570579
28.23163546,-81.81503648
47.67380142,-122.3419037
30.48490472,-90.25996415
35.85851839,-83.51285469
39.34790428,-84.28551649
-22.47327465,-43.17798328
52.24239564,-0.87587128
37.51191138,-122.2675728
42.61044673,-78.99695346
57.79392368,39.89598521
50.83922035,-0.415985125
45.58753946,9.963235318
39.92890167,116.388298
39.96160126,-83.998703
60.80499458,10.92333002
34.07640076,-118.2626038
28.1991619,-82.71831032
35.70297872,43.65691796
40.99636262,-83.70726934
40.83872967,-73.85589304
42.61536323,-71.18631294
22.95437933,88.45276914
22.28053315,113.9583308
31.0834547,-97.42445552
31.95750046,5.327799797
30.02233631,-98.91272848
31.7159996,35.79389954
39.59810702,-78.83817037
27.85915362,-81.49427694
40.65010071,-73.94960022
51.49511818,-0.169999997
32.89176998,-97.11425987
18.5333004,73.86669922
27.06110001,75.16113281
32.76334076,-117.0725403
40.32834394,-74.58309505
54.38456962,18.65323462
35.8954366,-78.96221575
37.50150543,-77.63780459
13.13329983,78.13330078
41.74884858,-85.27644898
40.83729935,-73.69380188
49.62093283,18.1828211
4.534467478,10.3853604
31.32939025,104.8690771
25.22913797,78.76147897
39.69086596,-8.677159269
52.41938313,5.607041855
43.12822366,-89.17209777
37.84255515,-75.66404597
35.75582367,139.4989131
40.00923908,-75.77197363
39.51972097,-119.8621696
38.82059666,16.14669818
33.94780806,-84.35250866
37.67882791,-97.3005991
38,-97
32.92990112,-96.83529663
52.50463028,13.76820993
35.55943168,-82.54126802
33.02700637,-96.82024546
38,-97
37.66210524,-122.0868198
36.0070058,-78.9009294
41.39716383,-89.22595143
40.80832481,-73.88448079
32.94651938,-96.7140682
38.46758495,-85.54490761
36.70215312,-114.2682247
23.20349833,79.9772897
27.01119995,49.65829849
38.56911314,-90.66906831
13.93976502,146.1741366
50.63792848,-3.555408279
-13.51830006,-71.97810364
53.72153029,9.594486148
49.53231708,13.29162546
40.67621168,-73.38236515
-16.472665,-43.68157329
55.64208653,13.10242376
39.45252247,-84.22545948
43.68158081,-79.42587805
33.93629109,-83.39272699
36.77601708,10.19939333
41.14595032,20.19859982
48.15815926,8.817211346
-16.5,-68.15000153
37.46091364,127.199797
27.97801273,83.96950223
35.66719818,139.6811981
48.88352196,8.70807809
30.07710075,31.28590012
25.5386393,-80.40365418
52.146716,11.58574215
48.2172374,-116.3737101
42.44660138,-88.18014414
9.226127432,124.2713375
33.83121005,-117.9127253
32.69492008,-96.90912062
40.05171347,-83.56822214
40.76940155,-73.96089935
45.1708262,26.8760246
47.02377233,-122.8150251
51.96712181,4.841773083
42.43103371,14.15788228
41.24503385,-81.41935563
35.03920006,135.7881997
36.27195469,-86.68945542
31.46306733,-95.69076461
41.17724572,-73.54819001
44.50989207,-88.87602409
55.04910984,-3.406310022
33.48617604,-111.9839349
39.61887422,-84.15390234
29.83529089,-95.74355813
28.60000038,77.19999695
39.7331925,-75.52621776
29.7412572,-95.44279383
33.54653847,-117.0362547
43.17352509,-88.61862571
30.246819,-95.58862662
18.5333004,73.86669922
40.74580002,-74.03209686
57.60452791,18.35213574
37.27580911,-121.8391717
53.13496557,-3.232792231
33.82923219,-84.20178931
39.92366962,-82.92081942
52.5626616,4.70231501
42.70067882,-88.34070144
38.29190986,-82.48845131
37.61349053,-122.4438443
42.37509918,-71.10559845
48.19718897,16.36499161
38.70436139,-3.66859448
28.66670036,77.21669769
28.21120818,-105.2972987
53.30556647,-1.76805833
55.89759251,-3.101805874
53.60286368,-1.407326649
39.13713264,-77.40754827
45.63826997,25.58650639
40.97484807,-75.1921945
41.10069392,16.79555205
40.70059967,-73.94784927
47.66059875,-122.2919006
58.78092382,9.059662561
22.31572801,114.1920274
1.304999948,103.7833023
39.92890167,116.388298
47.87337204,7.119908737
30.7352891,-95.51643835
19.28580991,-99.68826899
36.0964255,-97.01283349
46.01933911,-122.6824311
33.83378366,-80.3524621
37.92162092,-121.6670389
25.17666941,75.83585093
47.5156434,-94.34195051
37.77489853,-122.4194031
34.0067846,-117.842827
42.92200888,-85.64081349
32.70928105,-117.0260814
25.76700174,-100.047517
-36.38274356,144.5535954
40.49008317,19.49573673
40.1799196,-105.0836992
12.7166996,77.8167038
28.54098035,-81.3723173
37.77489853,-122.4194031
36.00024932,120.2048386
40.74564684,-4.146769267
37.03939309,-84.25535687
28.75989231,-81.53104948
17.47942645,78.4890366
34.16427713,-118.4794911
52.23582568,10.5363032
40.40999224,-74.12960029
41.88588504,-87.63706689
33.88321514,-117.205824
36.89187488,-76.21275295
40.7804985,-73.95120239
37.5483017,-121.9886017
27.95215454,-82.46322215
33.95532299,-83.93528273
47.62683278,-122.3444058
28.06485718,-81.70958388
31.95000076,35.93330002
40.80629765,-73.95110918
41.89236351,-72.70113888
41.90916303,-87.745281
-23.66895017,-46.53686941
51.27362563,0.173509096
32.15909409,34.87682001
59.91241099,10.73987527
35.36165955,-119.0529323
40.18401454,-80.71359314
42.6590004,-71.4484024
39.77910114,-84.05821119
28.49041985,-82.52372749
28.66970765,-81.355374
42.18937109,-83.20928048
38.08656986,-105.736307
39.5747131,-84.24367917
33.49714418,-94.15577293
33.63920202,-111.9963542
48.78678572,9.17318996
48.4787218,-99.6996492
-16.5,-68.15000153
-21.3367525,-44.9627414
59.91669846,10.75
38,-97
-22.55077915,-44.6311831
39.84529877,-84.11219788
37.58054798,-77.47727029
-6.183699886,106.8208536
29.2732048,-97.25473681
-33.8200063,151.1230772
-23.59735901,-46.78781414
52.3279959,-0.173152632
45.45607221,-122.8262651
50.01657587,15.86073679
37.77489853,-122.4194031
0,0
44.21846896,-76.43465963
40.94189835,19.70499992
44.12672103,0.637851829
34.71817966,-82.22635562
33.88123294,-79.00501028
31.04560089,121.3996964
52.26256234,-113.7619062
-43.56763519,172.5143515
22.64267322,88.32324554
31.13210413,31.48959133
51.15215102,-1.614169724
38.1446323,-83.34639709
30.07177299,-91.83083823
39.78938603,-83.8540699
36.17965989,-115.1228473
40.17827161,-75.39452748
52.05666161,4.280366412
37.08194111,-76.34706126
42.27389215,-88.95270486
38,-97
38.19770711,-122.5983253
18.99897139,72.85104043
51.57356193,0.516849462
29.82323754,-82.54021847
56.89346481,12.55531969
34.02163795,-118.3972049
19.44828619,72.79310608
38,-97
39.76395397,-104.8220689
47.82738304,27.99033324
39.04370117,-77.48750305
39.68689761,-104.9813566
31.49563122,118.5285764
54.38090672,10.02574282
32.75201065,-96.7761624
41.92022125,21.93969248
21.45505654,-157.8117423
39.69496067,-77.06535097
9.005394601,38.11291612
51.52415602,-0.133210741
40.81985765,-74.21974264
51.3828392,-0.756243558
55.96132701,23.83470823
32.72726695,-117.2373962
31.95000076,35.93330002
-18.09997393,177.8139186
40.74489975,-73.97820282
45.16236839,78.12741165
51.5141983,-0.093099996
51.21805438,6.653405763
41.81134019,-87.65969146
40.68986598,-75.19720227
16.11744698,108.0626945
38.2241051,-85.50990821
48.65438889,21.8218541
28.66250317,-81.5302161
42.76805127,-81.21861119
25.03375826,102.7169758
40.00681736,-75.16754527
30.88970021,120.0662003
30.07710075,31.28590012
39.17402474,-78.14714606
28.66670036,77.21669769
41,20
41.83491504,-87.78055662
38,-97
38.50821078,-121.4090193
42.84793788,-74.50316396
24.69835103,-105.5977953
29.05662577,-82.05438512
43.15568765,12.26510429
38.40416887,-122.0184262
41,20
-33.7246987,151.282932
51.5141983,-0.093099996
-30.95858579,-58.77139818
50.78275855,-1.66555207
33.34403985,-111.593408
33.27446082,-111.769907
45.16741643,-93.46383958
35.12210083,105.4803009
34.11375047,-117.5821671
41.96709176,-71.72316592
40.75251673,-73.97248573
52.22074815,-1.883859852
44.60724555,-73.76055866
34.16201071,-118.1314415
37.83475992,-122.0996929
28.66670036,77.21669769
39.85823142,-83.12079506
12.9666996,77.75
51.42708989,-0.078963158
38.895794,-76.00202196
-23.14062625,-46.89156247
31.77977049,-110.9291513
13.26669979,80.26670074
38,-97
52.24109989,13.35586664
30.55587729,-85.55110039
40.71565275,-73.84176185
47.32011908,7.858527068
20.89457782,106.5253114
44.57835265,-79.58514722
-25.67851795,28.27062214
-33.90332772,151.1855353
41.04673033,-73.58053706
47.24588473,4.988292352
29.11271812,77.74174358
32.64014943,-97.00208717
51.5141983,-0.093099996
30.07710075,31.28590012
-38.08560841,145.2430597
1.293099999,103.8557968
28.1786732,-81.57565498
40.76181647,-73.97643482
43.39141706,13.56421342
41.19518167,-81.15785003
36.09785506,-115.2120291
40.1735434,-75.13474003
30.07710075,31.28590012
42.05241029,-87.89056765
40.26487509,-75.29983151
38.98204697,-84.62905356
41.19770589,-73.23114037
38,-97
34.17502452,73.20534118
40.86515098,-73.83113894
18.97500038,72.82579803
47.24655768,43.48797821
18.5333004,73.86669922
32.85280641,-97.27683899
41.44655591,-73.71451113
51.51686082,-0.146905658
37.95728864,-122.3309298
37.72528076,127.0513611
32.53709757,-98.49949165
-33.91647042,151.0186125
-34.6467172,-58.68600764
30.24139977,-97.76869965
40.14780779,-3.72072589
40.62220215,-74.25852986
51.96262392,-0.21526292
23.20542937,75.76181451
52.33771204,4.880676635
51.5141983,-0.093099996
46.79320503,32.32629482
21.84258906,96.93053775
34.07640076,-118.2626038
33.84226435,-118.3169515
41.85442448,-93.59752464
37.33965966,-121.8918081
46.17954356,-118.0279314
21.94306628,87.95673116
33.04288426,-80.11210055
52.59558552,-0.736885226
39.12112006,-84.64071359
39.92042377,-75.02401901
51.48121749,-0.147472221
35.6473999,139.7333374
51.33955418,-2.45449543
47.75866551,67.80715532
35.34366376,-78.28126652
61.79427105,34.28886378
40.71388098,-74.00791442
39.93022897,-75.10539921
41.70821662,-87.75805105
36.41138968,-108.4365436
38.09678634,31.97404814
34.60459731,135.0663717
57.21045675,35.58758946
40.73566955,-73.74103245
41.21539757,27.23481785
40.06092518,-76.31784585
51.0503773,0.079434148
47.07095804,-88.65632379
44.91807819,-93.20880311
23.6135006,90.50299835
33.73771495,-84.58970913
43.26822016,-85.4221973
38.00893952,45.94756766
39.21812605,-84.35858025
24.50309944,90.16155243
29.40000203,-82.07377584
51.5141983,-0.093099996
52.98508861,-1.186726028
43.09319916,-87.89944047
34.04377858,-118.2512264
39.99925654,-75.10256926
-38.93813508,-68.21873838
22.3400005,88.24273682
56.07734718,12.74481634
42.5380902,-70.91868053
42.59640422,-71.08659471
-21.22330066,-49.96487605
40.05488096,-105.4496279
31.63847314,74.88101482
37.82183139,-121.9762189
48.53141807,7.855902899
34.98214368,-82.08496995
47.67541126,9.036225722
27.88085055,-81.84669971
37.80884205,-77.79618452
18.5333004,73.86669922
-32.79919815,134.2115936
47.75150422,-121.9204753
42.11970139,-87.84449768
47.24764113,39.53912547
35.58330154,139.7516449
39.0336462,-84.49907635
-23.54770088,-46.63579941
33.73260554,-117.9745533
34.04494173,-84.64161813
40.33364024,-74.41856651
25.66799277,-100.3250628
42.02371334,-88.20005965
41.49122581,-92.91893959
33.9962574,-118.4419165
-16.93229061,-64.99687505
-17.09416662,30.51659509
37.37492561,-122.020685
38,-97
35.85699463,139.7615311
33.06446152,-116.8382026
30.30267543,-91.33978737
18.97500038,72.82579803
26.23577606,-80.20720953
31.08775012,77.16757774
47.61443693,-122.2084411
51.88380698,-1.145207064
39.00370525,-76.87795205
42.33309937,-71.09570313
-35.13851929,138.5572713
29.74889946,-95.46779633
43.12267902,-87.99512337
42.77129455,-84.39071744
48.14492457,17.13405196
42.04453935,-88.08337987
10.01419368,-69.30390615
37.75570833,-89.28860074
59.77218056,30.54885586
34.03960037,-118.266098
40.85795728,-111.9332612
41.14231731,69.35047408
37.5984993,126.978302
38.57286796,-76.93392344
41.93132788,-87.70249844
40.41903361,49.75187241
25.79320208,-80.13473989
38.90409867,-77.03200604
53.49392704,-1.104967732
51.5141983,-0.093099996
18.3768585,105.5226981
32.7517603,-117.1740816
29.33720016,-81.06410217
29.3113868,-94.81088814
42.09142614,-93.68629393
14.97346022,120.8569999
51.5141983,-0.093099996
41.13168691,-73.81178712
46.57276384,-120.4983022
51.45869502,-2.590851485
41,20
50.52180099,30.25060081
41.88657198,-87.80216277
26.59320756,106.6765135
50.87596793,36.98272725
33.63041684,-117.7847874
32.01687358,34.76334909
40.84722651,-84.39672477
42.12369922,-75.94288369
48.89656149,2.250884724
27.93698252,-82.24471998
35.47051942,-77.27828015
35.74571159,139.6414876
13.03339996,80.2219574
51.5020557,-0.134559263
39.74869634,-75.59477755
39.71709824,-84.13310242
33.77814349,-84.38648224
47.61029816,-122.3340988
39.92321306,-105.1018932
37.54895333,-122.3095315
29.55974042,-82.79239683
40.68396547,29.30535528
43.80098536,-79.21721057
40.79103167,-96.68389234
44.47975414,-89.64459929
59.91669846,10.75
33.86241077,-118.0505843
-16.5,-68.15000153
39.41729955,-76.63500643
59.37057324,17.92790121
32.5400722,119.7652977
42.06666051,-78.51756081
40.52145656,-74.3507719
38,-97
28.50434767,-81.21485944
25.72416915,-80.35146892
39.88511828,-75.36820924
39.92518547,-75.1870963
53.06268768,-118.2141123
31.56889915,120.2885971
35.74018378,139.8185288
-18.85835721,-43.29936204
-33.94022108,151.2257114
38.41709436,-78.0251667
43.60761488,7.037162638
7.434333324,80.98746745
28.27914086,-80.7149396
35.41046617,-86.19871637
38,-97
51.49689865,-0.1303
51.57249486,4.999119618
44.9908414,49.23413991
33.50846237,-112.0724779
33.18104858,-96.83382021
26.1689432,-80.25086576
-33.82116444,150.983373
-45.87315015,170.170162
31.31023044,120.60756
41.02671835,-74.08413349
51.5,-0.129999995
17.08999939,79.40670013
32.19488559,-102.0708351
28.60000038,77.19999695
34.20205797,-81.28575679
45.26377428,19.84069206
33.69832483,-78.90288819
34.06219864,-118.2755966
28.91055446,-81.18527519
51.25177671,1.124800586
41,20
41,20
38.93289866,-76.97003065
40.72140121,-74.00520325
33.20491224,-96.66431698
34.97976018,-85.28987543
-33.97257119,22.54919217
37.79838693,-84.21018931
50.72927603,-1.920821628
32.80501663,-116.9930712
39.1407122,117.1770327
19.59992372,-99.02850254
29.73862833,-95.83627378
30.81339829,30.58445788
37.77489853,-122.4194031
41.87017014,-71.3501102
29.19201195,-82.13176048
18.97500038,72.82579803
48.64767538,-122.3671573
13.08189964,80.27809906
40.81629944,-73.86209869
33.29856275,-87.61682759
37.32662807,-121.8055667
26.23748038,78.18009318
24.77411092,92.30671587
37.78979874,-122.3942032
36.2606212,140.2712164
37.72893635,-122.3894161
40.96067151,-74.26347303
42.70322267,23.3375097
54.12802738,37.72040981
13.08329964,80.28330231
39.90117732,-93.82205998
41.54993731,-90.46988419
32.17583338,109.4039993
39.92890167,116.388298
43.86033062,-91.65037697
42.16480913,-71.19306288
39.02132333,-94.51461892
28.68330002,77.40000153
51.58043671,-1.197246339
34.28164406,-80.58756841
51.38166245,0.533291914
47.54414068,-1.504136986
51.49843371,3.764603708
17.61664963,77.72500229
41.80230589,-71.45076828
51.5141983,-0.093099996
41.84930038,-87.67310333
13.76215666,100.731385
22.60358565,88.89661734
56.38399196,10.02979629
