0,1
-34.60329819,-58.38159943
33.78850174,-117.8694992
33.7845993,-117.8432999
39.66339874,-84.24230194
33.94100189,-83.43409729
33.62379837,-117.256897
40.72669983,-73.99810028
45.47629929,-122.6408005
33.94100189,-83.43409729
34.08869934,-118.3277969
40.72800064,-73.94529724
42.05619812,-87.70110321
39.74750137,-84.15609741
40.72140121,-74.00520325
40.9333992,-73.75630188
40.76050186,-73.99330139
34.125,-118.0495987
29.92709923,-90.09729767
33.88219833,-84.37830353
33.79299927,-84.44319916
33.79299927,-84.44319916
33.74900055,-84.38800049
33.80820084,-84.17019653
40.84669876,-74.19999695
33.79299927,-84.44319916
37.93579865,-122.3478012
33.76330185,-117.7941971
40.68090057,-73.94629669
40.7804985,-73.95120239
33.79299927,-84.44319916
37.41350174,-122.1312027
35.77209854,-78.63860321
45.67250061,-117.0373001
33.34619904,-111.8153
33.71709824,-84.32879639
40.74209976,-74.00180054
44.95550156,-93.16699982
39.69509888,-105.0024033
40.33380127,-74.79090118
